Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration,TotalTargetedCull,TCCWD+
5,1628,1084,1570,2448,1196,1555,9481,5,3,2,6,7,1,24,658,268,66,472,168,28,74,60,4,38,27,2,4,0,1,0,9,10.3,54,64,0,0
6,1567,1174,1659,2436,1240,1511,9587,19,3,4,13,2,7,48,616,302,76,458,195,24,63,68,4,53,33,2,9,2,1,0.009,15,10.8,106,64,0,0
7,1600,1213,1668,2472,1214,1604,9771,27,1,9,24,14,11,86,637,294,67,478,191,27,69,56,2,52,27,1,21,0,1,0,24,12.6,186,64,0,0
8,1662,1225,1607,2448,1260,1549,9751,39,6,3,39,16,11,114,644,314,96,480,183,19,59,66,4,58,39,2,29,5,1,0.022,32,15.1,294,64,0,0
9,1713,1145,1675,2457,1251,1553,9794,49,5,11,53,18,17,153,723,266,71,517,194,37,79,53,2,61,30,1,31,5,1,0.022,55,15.1,438,64,0,0
10,1669,1200,1541,2399,1249,1549,9607,80,15,26,62,29,23,235,638,293,74,461,170,31,57,59,8,46,34,3,39,6,1,0.029,70,17,669,64,0,0
11,1700,1110,1647,2426,1228,1553,9664,103,10,37,121,29,33,333,645,285,68,463,173,28,71,37,3,53,31,0,73,9,1,0.046,88,17,971,64,0,0
12,1621,1188,1628,2423,1249,1539,9648,109,38,44,167,56,56,470,643,292,81,509,174,30,67,63,2,38,29,0,87,10,1,0.05,122,17.7,1441,64,0,0
13,1643,1143,1585,2377,1193,1488,9429,187,35,62,236,80,85,685,657,277,86,511,198,32,65,55,2,52,36,2,147,18,1,0.085,158,19.8,2144,64,0,0
14,1607,1121,1499,2278,1156,1430,9091,240,73,112,325,101,126,977,630,275,69,459,198,31,72,47,2,52,35,1,197,22,1,0.105,206,19.8,3085,64,0,0
15,1581,1042,1446,2162,1091,1331,8653,369,101,130,397,123,177,1297,630,267,67,433,174,23,58,49,4,34,36,1,284,26,1,0.143,271,19.8,4312,64,0,0
1,1623,1145,1609,2373,1195,1549,9494,0,0,0,0,0,0,0,656,277,75,477,180,31,73,48,2,59,34,2,0,0,0,0,0,0,0,65,0,0
2,1627,1194,1558,2371,1212,1535,9497,0,0,0,0,0,0,0,659,305,72,481,194,42,54,55,2,57,42,2,0,0,0,0,0,0,0,65,0,0
3,1674,1152,1591,2342,1201,1491,9451,0,0,0,0,0,0,0,683,309,77,463,190,31,67,60,6,50,46,2,0,0,0,0,0,0,0,65,0,0
4,1653,1164,1592,2368,1204,1496,9477,0,0,0,0,0,0,0,683,284,80,475,177,26,73,53,5,35,32,1,0,0,0,0,0,0,0,65,0,0
5,1623,1148,1609,2341,1203,1533,9457,0,0,0,0,0,0,0,625,279,79,433,172,26,74,54,3,43,38,1,0,0,0,0,0,0,0,65,0,0
6,1654,1165,1591,2421,1228,1566,9625,0,0,0,0,0,0,0,632,312,77,504,186,29,61,52,3,52,28,2,0,0,0,0,0,0,0,65,0,0
7,1674,1142,1621,2357,1266,1551,9611,0,0,0,0,0,0,0,652,308,85,448,186,40,59,64,4,36,29,4,0,0,0,0,0,0,0,65,0,0
8,1659,1189,1522,2408,1231,1544,9553,0,0,0,0,0,0,0,649,286,75,481,188,25,70,65,4,53,33,0,0,0,0,0,0,0,0,65,0,0
9,1710,1076,1552,2433,1246,1575,9592,0,0,0,0,0,0,0,699,272,65,497,166,32,61,59,3,46,41,2,0,0,0,0,0,0,0,65,0,0
10,1645,1139,1613,2389,1253,1545,9584,0,0,0,0,0,0,0,632,318,78,472,195,27,74,53,5,44,39,3,0,0,0,0,0,0,0,65,0,0
11,1621,1163,1650,2429,1238,1516,9617,0,0,0,0,0,0,0,662,305,76,522,171,27,86,57,3,49,38,2,0,0,0,0,0,0,0,65,0,0
12,1596,1186,1612,2406,1209,1537,9546,0,0,0,0,0,0,0,658,294,68,477,167,33,88,68,2,52,32,3,0,0,0,0,0,0,0,65,0,0
13,1620,1139,1608,2448,1222,1604,9641,0,0,0,0,0,0,0,658,284,78,475,174,40,70,71,0,56,30,2,0,0,0,0,0,0,0,65,0,0
14,1619,1175,1606,2469,1285,1564,9718,0,0,0,0,0,0,0,650,289,82,530,179,37,66,60,4,50,32,1,0,0,0,0,0,0,0,65,0,0
15,1661,1178,1659,2472,1276,1610,9856,0,0,0,0,0,0,0,669,301,79,501,192,38,58,56,3,46,43,0,0,0,0,0,0,0,0,65,0,0
1,1641,1136,1616,2412,1177,1517,9499,0,0,1,0,0,1,2,690,287,68,501,175,27,72,59,2,39,43,1,0,0,0,0,2,0,1,66,0,0
2,1606,1170,1617,2399,1240,1497,9529,0,2,0,3,4,1,10,636,300,78,490,185,32,56,50,3,46,44,1,4,1,1,0.005,4,5,9,66,0,0
3,1657,1121,1601,2389,1200,1478,9446,1,0,3,7,1,1,13,659,292,74,475,172,34,68,67,3,47,27,2,2,0,1,0,5,5.1,24,66,0,0
4,1642,1155,1605,2378,1162,1495,9437,2,1,0,2,1,3,9,673,283,95,452,167,21,69,61,6,48,37,1,2,0,1,0,5,9.9,36,66,0,0
5,1653,1141,1503,2369,1232,1580,9478,7,1,1,3,5,1,18,625,290,72,457,184,28,69,57,2,51,37,0,6,0,1,0,6,10.8,50,66,0,0
6,1687,1105,1589,2442,1273,1516,9612,4,0,2,10,2,3,21,667,243,84,467,185,23,60,50,5,47,38,1,4,0,1,0,6,10.8,69,66,0,0
7,1670,1151,1685,2546,1219,1598,9869,8,3,1,11,6,6,35,641,284,77,493,192,30,63,57,7,42,33,2,6,0,1,0,13,10.8,105,66,0,0
8,1702,1221,1720,2515,1258,1590,10006,16,4,3,23,8,8,62,682,326,95,508,184,31,61,60,6,48,26,2,13,0,1,0,21,10.8,155,66,0,0
9,1695,1235,1621,2495,1243,1524,9813,24,4,10,27,10,9,84,673,298,82,557,206,38,89,69,3,48,46,4,20,2,1,0.008,32,11,240,66,0,0
10,1748,1202,1631,2395,1203,1522,9701,34,8,13,31,9,15,110,726,311,80,450,182,30,75,49,2,38,46,0,28,0,1,0,38,15.3,343,66,0,0
11,1721,1168,1666,2435,1197,1580,9767,50,8,14,49,14,20,155,700,278,73,495,173,31,60,63,2,52,32,1,36,9,1,0.043,49,18.7,501,66,0,0
12,1708,1211,1551,2440,1256,1504,9670,70,14,18,75,30,23,230,699,299,77,484,181,28,57,55,3,42,35,0,46,3,1,0.016,76,18.7,708,66,0,0
13,1694,1101,1603,2465,1189,1573,9625,91,17,29,125,36,35,333,678,278,68,502,182,20,60,48,0,63,27,0,84,8,1,0.04,95,18.7,1043,66,0,0
14,1599,1147,1536,2391,1238,1593,9504,125,37,50,172,54,80,518,655,269,72,472,172,35,72,56,4,59,35,2,102,10,1,0.044,138,19.7,1543,66,0,0
15,1586,1086,1523,2364,1257,1494,9310,197,66,82,266,90,98,799,637,271,83,478,210,26,66,50,5,44,42,1,165,11,1,0.053,184,19.7,2312,66,0,0
1,1637,1139,1557,2350,1208,1523,9414,0,1,0,1,0,0,2,663,291,72,483,160,24,75,63,2,44,32,0,1,1,1,0.005,1,0,1,67,0,0
2,1632,1106,1512,2355,1256,1544,9405,0,1,0,1,0,0,2,634,248,63,476,183,38,75,50,4,50,32,3,1,0,1,0,1,2,3,67,0,0
3,1667,1086,1602,2411,1205,1540,9511,6,0,0,1,0,1,8,692,269,87,505,180,27,72,49,4,48,28,0,1,0,1,0,5,2.2,10,67,0,0
4,1573,1163,1568,2368,1240,1472,9384,12,0,1,2,2,0,17,631,271,78,494,182,34,66,58,3,53,35,7,6,0,1,0,7,2.8,23,67,0,0
5,1645,1151,1517,2386,1168,1521,9388,10,3,3,8,2,3,29,653,298,72,485,165,31,64,61,4,46,33,2,3,0,1,0,13,3.6,53,67,0,0
6,1645,1113,1595,2340,1199,1524,9416,13,3,6,16,5,6,49,651,287,82,473,172,33,55,56,1,53,28,0,12,1,1,0.005,17,6.3,108,67,0,0
7,1615,1134,1553,2365,1234,1556,9457,19,4,6,19,9,5,62,657,267,84,448,210,28,59,55,3,33,45,2,15,0,1,0,20,6.3,165,67,0,0
8,1620,1090,1531,2417,1230,1598,9486,23,7,8,31,7,12,88,619,266,63,495,174,38,64,52,2,60,37,3,21,3,1,0.014,34,16.2,252,67,0,0
9,1631,1100,1628,2467,1269,1526,9621,46,5,8,37,17,21,134,665,296,72,515,185,39,64,62,3,43,37,2,41,4,1,0.019,41,16.6,375,67,0,0
10,1571,1175,1693,2463,1194,1613,9709,45,15,19,61,20,24,184,641,304,83,508,169,32,50,60,3,63,38,4,52,6,1,0.028,57,16.8,556,67,0,0
11,1581,1176,1657,2394,1271,1443,9522,63,19,20,75,28,21,226,639,267,77,462,196,25,73,52,5,47,43,1,52,11,1,0.05,87,17.5,783,67,0,0
12,1645,1187,1607,2357,1144,1601,9541,105,20,43,111,40,34,353,619,282,66,446,195,35,67,64,4,41,40,2,82,9,1,0.041,103,18.4,1120,67,0,0
13,1724,1155,1468,2299,1255,1486,9387,167,35,43,141,51,53,490,674,284,74,437,192,36,64,55,6,41,37,0,107,15,1,0.074,143,18.4,1587,67,0,0
14,1678,1020,1590,2322,1154,1524,9288,244,48,70,212,74,102,750,654,247,76,455,172,24,62,47,2,39,35,1,177,18,1,0.097,171,19.1,2304,67,0,0
15,1553,1113,1497,2252,1182,1473,9070,296,60,102,282,99,117,956,683,295,82,457,159,32,64,71,2,46,35,2,234,29,1,0.132,201,19.1,3181,67,0,0
1,1639,1108,1589,2349,1197,1520,9402,0,0,1,1,0,0,2,693,311,91,438,155,28,85,52,3,36,27,2,0,0,0,0,1,0,2,68,0,0
2,1548,1162,1567,2431,1211,1557,9476,0,0,0,0,0,0,0,601,309,70,484,181,38,52,76,2,39,43,0,0,0,0,0,0,1.4,2,68,0,0
3,1622,1136,1610,2462,1223,1610,9663,0,0,0,0,0,0,0,619,315,86,492,181,31,60,60,5,54,28,2,0,0,0,0,0,1.4,2,68,0,0
4,1628,1147,1617,2474,1269,1544,9679,0,0,0,0,0,0,0,692,283,75,460,194,32,70,58,3,51,39,1,0,0,0,0,0,1.4,2,68,0,0
5,1586,1161,1687,2508,1234,1597,9773,0,0,0,0,0,0,0,667,299,75,509,197,35,68,59,4,37,37,2,0,0,0,0,0,1.4,2,68,0,0
6,1589,1238,1604,2509,1284,1629,9853,0,0,0,0,0,0,0,637,321,67,520,194,25,57,60,5,61,37,2,0,0,0,0,0,1.4,2,68,0,0
7,1644,1176,1717,2506,1297,1622,9962,0,0,0,0,0,0,0,664,263,86,507,213,37,60,48,6,45,45,1,0,0,0,0,0,1.4,2,68,0,0
8,1684,1188,1625,2463,1282,1573,9815,0,0,0,0,0,0,0,708,315,82,481,196,24,75,63,2,48,42,2,0,0,0,0,0,1.4,2,68,0,0
9,1656,1177,1622,2533,1270,1623,9881,0,0,0,0,0,0,0,673,282,91,512,188,45,51,59,4,51,34,2,0,0,0,0,0,1.4,2,68,0,0
10,1699,1189,1653,2521,1308,1614,9984,0,0,0,0,0,0,0,664,278,80,490,206,36,57,49,6,57,40,2,0,0,0,0,0,1.4,2,68,0,0
11,1732,1220,1693,2493,1290,1589,10017,0,0,0,0,0,0,0,692,299,94,467,175,33,53,69,4,45,38,2,0,0,0,0,0,1.4,2,68,0,0
12,1746,1230,1764,2599,1250,1640,10229,0,0,0,0,0,0,0,694,328,71,519,206,39,70,69,4,55,37,4,0,0,0,0,0,1.4,2,68,0,0
13,1746,1287,1797,2550,1311,1590,10281,0,0,0,0,0,0,0,701,304,93,511,184,32,73,67,1,56,42,0,0,0,0,0,0,1.4,2,68,0,0
14,1806,1275,1703,2566,1282,1645,10277,0,0,0,0,0,0,0,721,329,77,521,202,34,76,68,1,49,34,0,0,0,0,0,0,1.4,2,68,0,0
15,1812,1228,1706,2533,1330,1601,10210,0,0,0,0,0,0,0,728,305,91,491,187,27,70,68,4,54,37,0,0,0,0,0,0,1.4,2,68,0,0
1,1641,1154,1566,2380,1180,1443,9364,0,0,1,1,0,1,3,657,289,79,472,188,35,55,63,8,53,32,1,0,0,0,0,0,0,2,69,0,0
2,1660,1133,1606,2364,1175,1532,9470,0,2,1,1,2,0,6,613,279,84,470,172,37,70,47,5,59,28,4,1,0,0,0,3,0,7,69,0,0
3,1687,1127,1604,2372,1228,1453,9471,7,1,1,2,2,3,16,686,286,87,477,191,30,82,57,2,60,42,2,4,0,0,0,7,2.8,20,69,0,0
4,1650,1144,1538,2352,1157,1577,9418,9,1,2,6,3,2,23,646,289,72,452,185,29,64,60,4,45,45,1,7,1,1,0.005,8,11.2,39,69,0,0
5,1669,1120,1554,2375,1264,1512,9494,8,1,2,12,1,1,25,664,289,87,471,187,31,58,56,5,46,37,2,6,0,1,0,12,16.1,60,69,0,0
6,1640,1109,1665,2411,1176,1519,9520,12,1,2,11,6,5,37,656,269,75,470,183,28,72,45,4,46,26,1,10,1,1,0.005,14,16.1,93,69,0,0
7,1635,1218,1615,2376,1209,1464,9517,11,1,4,17,1,7,41,663,312,70,495,179,34,68,76,3,61,43,2,5,2,1,0.008,20,16.1,130,69,0,0
8,1641,1157,1478,2341,1169,1513,9299,13,1,6,32,9,11,72,667,298,72,475,167,36,72,54,3,44,36,1,9,0,1,0,30,16.1,195,69,0,0
9,1619,1060,1541,2303,1200,1469,9192,26,9,5,40,9,7,96,682,251,81,447,186,39,67,52,2,43,38,4,27,2,1,0.01,29,16.1,288,69,0,0
10,1565,1100,1510,2335,1180,1512,9202,51,8,9,48,12,22,150,648,287,78,412,164,38,61,51,5,36,35,1,36,2,1,0.011,43,19.4,444,69,0,0
11,1540,1065,1557,2383,1209,1526,9280,70,18,21,73,20,30,232,643,281,67,471,189,31,67,59,8,49,33,3,47,5,1,0.023,61,19.4,666,69,0,0
12,1482,1113,1636,2347,1226,1490,9294,103,19,26,93,31,33,305,573,279,80,445,187,24,54,55,4,49,31,1,76,4,1,0.021,76,20.9,942,69,0,0
13,1518,1140,1544,2340,1209,1495,9246,116,25,37,153,37,51,419,595,294,68,466,192,29,59,63,3,42,37,0,111,13,1,0.064,117,21.5,1353,69,0,0
14,1553,1091,1567,2333,1194,1492,9230,136,39,58,207,65,70,575,607,282,79,433,200,37,67,56,2,44,34,1,119,11,1,0.054,159,21.5,1904,69,0,0
15,1514,1105,1512,2284,1165,1472,9052,204,61,92,297,82,95,831,627,257,84,450,177,34,67,58,4,46,35,2,175,20,1,0.094,198,22.2,2726,69,0,0
1,1613,1159,1603,2392,1194,1543,9504,0,0,1,0,0,1,2,654,279,84,484,178,28,69,54,4,53,36,2,0,0,0,0,1,0,1,70,0,0
2,1672,1152,1549,2406,1214,1569,9562,0,0,0,0,0,0,0,656,248,74,486,172,26,58,56,0,39,38,1,0,0,0,0,0,1,1,70,0,0
3,1712,1119,1632,2406,1266,1584,9719,0,0,0,0,0,0,0,690,265,108,476,194,44,66,51,5,45,41,2,0,0,0,0,0,5.1,1,70,0,0
4,1696,1157,1608,2425,1244,1586,9716,0,0,0,0,0,0,0,671,316,89,477,184,28,70,77,5,46,45,3,0,0,0,0,0,5.1,1,70,0,0
5,1666,1146,1672,2444,1279,1561,9768,0,0,0,0,0,0,0,655,272,92,493,202,29,61,40,6,46,44,2,0,0,0,0,0,5.1,1,70,0,0
6,1699,1195,1635,2446,1252,1529,9756,0,0,0,0,0,0,0,703,276,83,467,188,31,72,48,7,51,36,2,0,0,0,0,0,5.1,1,70,0,0
7,1719,1186,1604,2467,1199,1612,9787,0,0,0,0,0,0,0,668,296,58,496,166,40,72,71,2,46,29,3,0,0,0,0,0,5.1,1,70,0,0
8,1736,1169,1669,2471,1293,1569,9907,0,0,0,0,0,0,0,677,301,74,465,192,29,83,50,4,51,27,2,0,0,0,0,0,5.1,1,70,0,0
9,1705,1208,1674,2532,1252,1679,10050,0,0,0,0,0,0,0,657,315,72,525,180,39,68,66,3,55,32,4,0,0,0,0,0,5.1,1,70,0,0
10,1722,1206,1662,2499,1326,1618,10033,0,0,0,0,0,0,0,676,307,66,498,192,23,63,71,1,52,46,3,0,0,0,0,0,5.1,1,70,0,0
11,1726,1230,1726,2566,1311,1655,10214,0,0,0,0,0,0,0,685,318,69,520,189,45,68,63,3,59,32,2,0,0,0,0,0,5.1,1,70,0,0
12,1745,1282,1713,2554,1320,1631,10245,0,0,0,0,0,0,0,695,325,83,512,167,42,51,78,3,44,31,3,0,0,0,0,0,5.1,1,70,0,0
13,1778,1260,1724,2602,1305,1656,10325,0,0,0,0,0,0,0,733,289,75,560,196,30,75,62,6,49,36,3,0,0,0,0,0,5.1,1,70,0,0
14,1813,1246,1723,2599,1324,1692,10397,0,0,0,0,0,0,0,716,316,98,483,189,37,71,57,5,29,39,1,0,0,0,0,0,5.1,1,70,0,0
15,1790,1208,1648,2602,1334,1685,10267,0,0,0,0,0,0,0,771,304,83,529,221,34,85,53,4,46,48,1,0,0,0,0,0,5.1,1,70,0,0
1,1664,1160,1600,2381,1191,1472,9468,0,1,0,0,0,0,1,661,296,79,488,189,24,70,64,3,52,33,1,0,0,0,0,0,0,0,71,0,0
2,1659,1162,1580,2358,1160,1419,9338,3,0,0,1,0,0,4,692,319,105,461,182,25,73,55,3,39,38,2,2,1,1,0.005,2,2.2,4,71,0,0
3,1606,1084,1569,2338,1151,1476,9224,5,0,0,1,1,0,7,621,260,72,466,180,35,58,57,4,52,39,1,0,0,1,0,5,3,10,71,0,0
4,1611,1125,1555,2288,1177,1513,9269,12,0,1,4,0,0,17,660,302,73,472,177,33,57,53,3,49,33,1,5,0,1,0,6,3,22,71,0,0
5,1600,1079,1534,2285,1215,1456,9169,8,3,2,5,3,2,23,631,254,74,446,199,24,52,38,3,42,42,0,3,0,1,0,10,3.6,47,71,0,0
6,1594,1121,1565,2325,1151,1491,9247,12,1,1,7,4,3,28,602,257,94,451,175,32,50,58,2,39,30,1,5,1,1,0.006,14,20.6,69,71,0,0
7,1686,1096,1557,2340,1186,1473,9338,17,3,1,12,6,4,43,682,297,82,470,181,21,69,53,4,50,45,1,8,3,1,0.014,19,20.6,101,71,0,0
8,1614,1101,1542,2415,1174,1528,9374,20,7,4,28,8,9,76,625,278,77,463,178,21,63,56,3,61,43,2,19,2,1,0.009,35,20.6,173,71,0,0
9,1619,1120,1627,2427,1220,1513,9526,30,9,15,41,13,15,123,690,303,74,493,168,26,71,64,4,46,34,1,32,5,1,0.023,43,25.1,290,71,0,0
10,1547,1154,1602,2437,1198,1546,9484,43,18,19,65,14,20,179,631,316,84,469,184,42,64,75,7,50,39,3,40,3,1,0.013,54,25.1,461,71,0,0
11,1574,1147,1572,2394,1253,1575,9515,70,17,33,85,41,24,270,596,311,73,499,176,32,61,66,5,49,37,1,54,8,1,0.037,73,25.1,720,71,0,0
12,1616,1124,1595,2391,1252,1485,9463,115,34,44,127,36,54,410,663,280,88,484,196,30,62,57,4,50,33,2,94,14,1,0.067,95,25.1,1094,71,0,0
13,1558,1117,1580,2317,1167,1542,9281,163,44,41,145,59,61,513,607,284,77,454,183,33,62,47,2,57,33,0,121,15,1,0.075,123,25.1,1587,71,0,0
14,1564,1118,1468,2241,1208,1453,9052,210,40,59,222,89,79,699,640,277,66,437,174,38,66,62,6,46,38,1,162,20,1,0.091,169,33.1,2255,71,0,0
15,1534,1036,1483,2194,1132,1402,8781,233,53,94,273,105,106,864,649,244,69,431,174,23,57,53,3,54,37,2,199,24,1,0.117,197,33.2,3079,71,0,0
1,1629,1155,1559,2339,1219,1517,9418,0,1,0,0,0,0,1,628,279,76,450,184,37,70,59,1,57,36,1,0,0,0,0,1,0,0,72,0,0
2,1683,1128,1544,2347,1193,1474,9369,4,0,0,0,1,0,5,660,277,82,435,162,32,70,55,1,41,22,2,3,0,0,0,2,3.2,5,72,0,0
3,1664,1128,1614,2417,1136,1535,9494,1,0,0,0,0,0,1,685,296,83,480,170,25,68,51,5,44,37,3,0,0,0,0,1,3.2,5,72,0,0
4,1602,1145,1579,2377,1242,1462,9407,0,0,0,0,0,0,0,657,287,91,492,176,34,60,60,4,55,29,4,0,0,0,0,0,3.2,5,72,0,0
5,1604,1097,1581,2399,1175,1567,9423,0,0,0,0,0,0,0,632,277,79,480,201,28,67,51,4,53,34,2,0,0,0,0,0,3.2,5,72,0,0
6,1586,1146,1567,2380,1245,1532,9456,0,0,0,0,0,0,0,606,288,58,465,169,42,58,44,5,48,37,1,0,0,0,0,0,3.2,5,72,0,0
7,1623,1151,1602,2464,1207,1521,9568,0,0,0,0,0,0,0,639,278,86,484,188,29,66,53,9,48,35,0,0,0,0,0,0,3.2,5,72,0,0
8,1653,1162,1637,2412,1223,1551,9638,0,0,0,0,0,0,0,686,290,87,486,177,29,60,61,3,44,30,0,0,0,0,0,0,3.2,5,72,0,0
9,1637,1154,1621,2407,1258,1537,9614,0,0,0,0,0,0,0,677,286,83,481,192,31,62,61,1,48,39,2,0,0,0,0,0,3.2,5,72,0,0
10,1641,1140,1574,2432,1211,1568,9566,0,0,0,0,0,0,0,594,300,77,462,185,43,58,61,3,44,40,2,0,0,0,0,0,3.2,5,72,0,0
11,1693,1116,1625,2455,1247,1562,9698,0,0,0,0,0,0,0,688,295,95,499,172,26,71,60,4,56,32,1,0,0,0,0,0,3.2,5,72,0,0
12,1622,1138,1612,2443,1232,1635,9682,0,0,0,0,0,0,0,671,292,76,516,197,29,65,57,2,51,38,2,0,0,0,0,0,3.2,5,72,0,0
13,1629,1213,1624,2424,1344,1523,9757,0,0,0,0,0,0,0,628,299,81,508,181,29,56,58,2,51,41,1,0,0,0,0,0,3.2,5,72,0,0
14,1688,1159,1647,2493,1208,1495,9690,0,0,0,0,0,0,0,681,278,76,492,189,31,69,64,1,40,36,2,0,0,0,0,0,3.2,5,72,0,0
15,1686,1177,1672,2496,1195,1521,9747,0,0,0,0,0,0,0,700,287,88,499,175,34,71,62,3,45,32,0,0,0,0,0,0,3.2,5,72,0,0
1,1627,1109,1598,2371,1180,1476,9361,1,0,1,0,1,0,3,652,274,78,486,180,27,64,58,4,50,34,1,0,0,0,0,1,0,2,73,0,0
2,1625,1151,1580,2400,1181,1474,9411,3,0,0,4,0,0,7,659,270,78,447,183,29,77,53,5,49,38,2,3,1,1,0.004,2,1,9,73,0,0
3,1633,1135,1560,2418,1175,1546,9467,3,0,0,2,0,0,5,661,263,90,473,175,33,75,64,2,48,33,3,2,0,1,0,2,2.2,13,73,0,0
4,1652,1124,1575,2416,1224,1548,9539,2,0,0,3,0,0,5,618,268,75,455,185,23,68,63,5,43,37,3,1,0,1,0,4,2.2,22,73,0,0
5,1674,1139,1618,2443,1226,1558,9658,3,0,1,5,1,1,11,660,301,76,493,171,41,67,69,4,43,25,2,2,0,1,0,2,7.1,31,73,0,0
6,1629,1184,1616,2455,1227,1571,9682,5,3,2,10,4,2,26,685,320,75,486,198,32,65,56,4,46,46,3,4,2,1,0.009,8,7.1,55,73,0,0
7,1630,1173,1702,2484,1259,1546,9794,7,2,6,16,2,8,41,659,274,80,496,195,16,76,57,2,55,36,1,10,0,1,0,16,18.7,94,73,0,0
8,1659,1218,1629,2441,1232,1571,9750,9,5,4,21,10,9,58,661,292,77,528,172,35,51,57,6,55,38,4,12,2,1,0.009,15,18.7,154,73,0,0
9,1715,1180,1610,2430,1264,1555,9754,29,7,14,46,6,12,114,663,288,82,524,183,33,70,55,5,53,33,1,20,1,1,0.005,24,18.7,263,73,0,0
10,1691,1128,1587,2440,1236,1572,9654,40,14,22,58,13,21,168,703,292,88,501,181,35,62,61,4,53,43,1,35,5,1,0.022,33,18.7,439,73,0,0
11,1626,1115,1734,2397,1254,1497,9623,66,19,28,56,25,34,228,675,293,89,475,162,25,76,61,6,57,23,3,47,6,1,0.027,42,18.7,668,73,0,0
12,1572,1248,1676,2462,1218,1557,9733,95,20,20,75,28,26,264,635,302,85,487,187,26,65,63,0,39,34,4,68,7,1,0.034,43,23.4,898,73,0,0
13,1673,1211,1603,2445,1243,1531,9706,101,21,29,105,43,45,344,644,300,81,446,183,24,67,62,3,42,39,1,77,18,1,0.084,49,23.4,1228,73,0,0
14,1684,1155,1621,2451,1248,1566,9725,109,36,39,123,43,43,393,676,317,83,448,174,23,71,52,8,44,42,1,84,5,1,0.023,61,23.4,1585,73,0,0
15,1611,1116,1600,2456,1241,1575,9599,145,31,44,120,42,68,450,640,274,88,512,169,36,79,48,4,55,39,3,97,10,1,0.044,76,23.4,2020,73,0,0
1,1641,1184,1622,2393,1214,1513,9567,0,0,1,1,0,0,2,637,280,78,459,161,37,73,57,4,32,26,1,1,0,0,0,1,0,1,74,0,0
2,1729,1173,1590,2445,1208,1540,9685,0,0,0,0,0,0,0,664,310,66,467,202,39,63,45,5,46,49,3,0,0,0,0,0,2.2,1,74,0,0
3,1702,1170,1584,2388,1219,1524,9587,0,0,0,0,0,0,0,650,274,75,474,170,33,80,57,3,49,37,5,0,0,0,0,0,2.2,1,74,0,0
4,1745,1130,1567,2372,1192,1490,9496,0,0,0,0,0,0,0,698,295,79,459,161,36,78,73,1,42,31,0,0,0,0,0,0,2.2,1,74,0,0
5,1661,1104,1582,2382,1197,1484,9410,0,0,0,0,0,0,0,679,280,80,451,201,30,65,60,4,49,41,3,0,0,0,0,0,2.2,1,74,0,0
6,1603,1152,1616,2364,1174,1536,9445,0,0,0,0,0,0,0,619,272,79,494,183,28,65,56,5,55,22,1,0,0,0,0,0,2.2,1,74,0,0
7,1657,1152,1592,2363,1221,1445,9430,0,0,0,0,0,0,0,639,281,86,475,201,22,68,65,5,37,50,2,0,0,0,0,0,2.2,1,74,0,0
8,1688,1139,1534,2351,1135,1535,9382,0,0,0,0,0,0,0,679,297,68,477,162,26,66,65,1,42,20,1,0,0,0,0,0,2.2,1,74,0,0
9,1654,1149,1559,2302,1218,1464,9346,0,0,0,0,0,0,0,653,279,69,448,186,25,70,66,1,44,33,0,0,0,0,0,0,2.2,1,74,0,0
10,1669,1127,1586,2364,1165,1481,9392,0,0,0,0,0,0,0,656,300,80,493,194,34,65,47,6,50,39,1,0,0,0,0,0,2.2,1,74,0,0
11,1640,1137,1437,2302,1178,1560,9254,0,0,0,0,0,0,0,653,283,85,464,179,39,70,65,3,36,42,0,0,0,0,0,0,2.2,1,74,0,0
12,1645,1006,1498,2295,1219,1515,9178,0,0,0,0,0,0,0,669,251,68,457,188,27,68,55,4,33,40,2,0,0,0,0,0,2.2,1,74,0,0
13,1562,1103,1550,2376,1236,1506,9333,0,0,0,0,0,0,0,602,276,77,450,169,40,61,53,2,40,36,3,0,0,0,0,0,2.2,1,74,0,0
14,1611,1106,1642,2460,1192,1586,9597,0,0,0,0,0,0,0,626,291,92,510,187,35,54,63,5,53,36,1,0,0,0,0,0,2.2,1,74,0,0
15,1592,1189,1656,2444,1261,1575,9717,0,0,0,0,0,0,0,634,313,81,505,211,32,58,72,5,53,43,3,0,0,0,0,0,2.2,1,74,0,0
1,1652,1117,1603,2361,1203,1521,9457,0,1,0,0,0,0,1,664,286,81,475,221,45,70,52,3,46,41,0,1,1,1,0.005,0,0,0,75,0,0
2,1636,1123,1606,2342,1186,1505,9398,0,0,0,0,0,0,0,683,284,84,464,178,31,66,41,4,48,36,1,0,0,1,0,0,1.4,0,75,0,0
